day,MarketDemand(MW),OntarioDemand(MW),NuclearSupply(MW),GasSupply(MW),HydroSupply(MW),WindSupply(MW),SolarSupply(MW),BiofuelSupply(MW),TotalSupply(MW),HOEP($/MWh)
2021-08-06,460513,413769,245378.0,56578.0,88880.0,29406.0,3031.0,1652.0,424925.0,33.235
2021-08-07,442081,393554,245925.0,58231.0,88907.0,10141.0,2747.0,351.0,406302.0,39.255
2021-08-08,441542,393906,245634.0,51396.0,86016.0,18501.0,2308.0,273.0,404128.0,33.8591666666667
2021-08-09,490544,452163,243533.0,84727.0,94111.0,26383.0,2620.0,1192.0,452566.0,42.3708333333333
2021-08-10,498536,453779,241483.0,81396.0,89678.0,39799.0,2107.0,677.0,455140.0,37.4133333333333
2021-08-11,494533,453705,240479.0,87107.0,88596.0,45844.0,2611.0,757.0,465394.0,37.5395833333333
2021-08-12,495080,447370,241644.0,85078.0,89036.0,43585.0,2486.0,1069.0,462898.0,34.8679166666667
2021-08-13,487822,445240,243069.0,93663.0,93762.0,21945.0,2036.0,745.0,455220.0,45.2291666666667
2021-08-14,411666,353111,244772.0,26436.0,84102.0,19506.0,3386.0,4.0,378206.0,28.0879166666667
2021-08-15,391529,335946,245597.0,25562.0,87103.0,10470.0,3470.0,10.0,372212.0,25.38625
2021-08-16,421551,376274,246813.0,55589.0,86238.0,10090.0,2508.0,782.0,402020.0,33.0666666666667
2021-08-17,457072,419770,246543.0,86050.0,90850.0,4864.0,1964.0,664.0,430935.0,45.8929166666667
2021-08-18,466402,430302,245510.0,98007.0,89446.0,7102.0,1530.0,717.0,442312.0,43.9091666666667
2021-08-19,480200,444842,246361.0,108077.0,89823.0,5829.0,2005.0,744.0,452839.0,53.8579166666667
2021-08-20,474973,442763,246283.0,108535.0,88075.0,2082.0,3022.0,718.0,448715.0,50.5679166666667
2021-08-21,463777,431181,246132.0,103109.0,85409.0,5038.0,2282.0,121.0,442091.0,45.7933333333333
2021-08-22,458157,427115,246010.0,95532.0,81437.0,6687.0,2416.0,146.0,432228.0,36.3491666666667
2021-08-23,490312,460486,246270.0,113919.0,82793.0,7748.0,2516.0,1940.0,455186.0,40.4541666666667
2021-08-24,494441,461593,245629.0,123599.0,82174.0,8701.0,2931.0,1866.0,464900.0,75.5454166666667
2021-08-25,498686,468463,242507.0,118248.0,82115.0,14013.0,2017.0,1761.0,460661.0,59.55125
2021-08-26,500222,470629,245191.0,121735.0,82698.0,11614.0,2202.0,1858.0,465298.0,72.5270833333334
2021-08-27,465497,417471,243123.0,93725.0,77320.0,26078.0,2273.0,1752.0,444271.0,38.9816666666667
2021-08-28,441405,402537,227579.0,85082.0,79973.0,17799.0,2352.0,1285.0,414070.0,54.4804166666667
2021-08-29,457344,423832,226462.0,89554.0,78583.0,38559.0,2322.0,1868.0,437348.0,43.62
2021-08-30,467307,437952,228371.0,103396.0,81820.0,21634.0,2784.0,2550.0,440555.0,46.5645833333333
2021-08-31,433841,396308,232935.0,84560.0,77773.0,16504.0,2032.0,2649.0,416453.0,32.6995833333333
2021-09-01,410885,364556,235794.0,28062.0,74791.0,38159.0,2899.0,2622.0,382327.0,29.2758333333333
2021-09-02,395200,352477,240645.0,20546.0,77039.0,24153.0,3060.0,1925.0,367368.0,35.0066666666667
2021-09-03,391953,352598,246285.0,22609.0,80368.0,4611.0,2551.0,1995.0,358419.0,37.385
2021-09-04,387977,338620,247082.0,10409.0,76865.0,19101.0,2776.0,1209.0,357442.0,29.4133333333333
2021-09-05,397415,347100,245251.0,19847.0,73299.0,33583.0,2275.0,1122.0,375377.0,31.2558333333333
2021-09-06,387529,331006,248801.0,14808.0,75266.0,29026.0,2518.0,1241.0,371660.0,24.9875
2021-09-07,405526,364791,250392.0,12701.0,76247.0,32538.0,2666.0,1910.0,376454.0,28.5333333333333
2021-09-08,422067,375230,248212.0,24523.0,75212.0,42501.0,2027.0,1812.0,394287.0,32.2533333333333
2021-09-09,395295,355935,248279.0,16418.0,78096.0,22242.0,2282.0,2081.0,369398.0,34.79
2021-09-10,385750,346592,238314.0,27280.0,79390.0,12550.0,2769.0,2631.0,362934.0,38.6920833333333
2021-09-11,388041,329573,236967.0,3742.0,69678.0,66631.0,2689.0,144.0,379851.0,5.92583333333333
2021-09-12,388648,347172,236629.0,22128.0,78826.0,27961.0,1363.0,5.0,366912.0,37.5679166666667
2021-09-13,392992,356516,237396.0,40511.0,75934.0,6692.0,1915.0,566.0,363014.0,38.9554166666667
2021-09-14,411067,371876,233393.0,21374.0,72641.0,46557.0,1921.0,572.0,376458.0,24.3033333333333
2021-09-15,403603,364933,231606.0,43256.0,77349.0,10366.0,2082.0,894.0,365553.0,45.995
2021-09-16,395800,358070,230499.0,24820.0,78805.0,18568.0,3075.0,559.0,356326.0,40.7945833333333
2021-09-17,413590,374538,229785.0,46473.0,78731.0,26642.0,2514.0,574.0,384719.0,40.1016666666667
2021-09-18,376484,339561,229405.0,11379.0,79341.0,23918.0,2936.0,239.0,347218.0,42.6429166666667
2021-09-19,357910,313359,230131.0,9013.0,75241.0,22747.0,3360.0,291.0,340783.0,24.8995833333333
2021-09-20,394149,353142,230088.0,26525.0,77420.0,35955.0,2460.0,635.0,373083.0,26.7091666666667
2021-09-21,418348,375913,229613.0,24626.0,73520.0,66440.0,1296.0,661.0,396156.0,21.3925
2021-09-22,401387,351210,230678.0,9707.0,72337.0,68442.0,437.0,732.0,382333.0,4.10708333333333
2021-09-23,392731,341749,232884.0,9124.0,77182.0,56205.0,715.0,739.0,376849.0,14.4816666666667
2021-09-24,381322,327884,234492.0,8009.0,81480.0,45858.0,1944.0,625.0,372408.0,12.1625
2021-09-25,370113,305866,234686.0,8572.0,81047.0,38750.0,1995.0,15.0,365065.0,7.62083333333333
2021-09-26,354302,298779,235315.0,7158.0,78070.0,28247.0,2385.0,0.0,351175.0,9.46
2021-09-27,388964,342147,238253.0,20252.0,81413.0,34863.0,1939.0,608.0,377328.0,25.57875
2021-09-28,372104,334040,238360.0,14747.0,83436.0,17066.0,3161.0,648.0,357418.0,29.5825
2021-09-29,372575,338468,238163.0,26848.0,86939.0,10419.0,2186.0,662.0,365217.0,67.82875
2021-09-30,371469,335316,232590.0,30342.0,83557.0,6551.0,1617.0,645.0,355302.0,35.5995833333333
2021-10-01,361135,334922,202875.0,31601.0,86038.0,13480.0,2705.0,642.0,337341.0,49.1070833333333
2021-10-02,367899,325729,203516.0,23873.0,83756.0,35931.0,1660.0,5.0,348741.0,35.80125
2021-10-03,369738,333721,202593.0,42049.0,88250.0,15564.0,678.0,0.0,349134.0,57.5154166666667
2021-10-04,395116,349947,200990.0,58378.0,89535.0,12679.0,769.0,734.0,363085.0,43.4895833333333
2021-10-05,395073,350172,200681.0,63314.0,91842.0,6602.0,1193.0,918.0,364550.0,52.5141666666667
2021-10-06,394602,348687,199938.0,61172.0,90471.0,9241.0,2083.0,672.0,363577.0,49.9308333333333
2021-10-07,402422,355289,198318.0,63249.0,91878.0,6989.0,1743.0,1220.0,363397.0,53.3454166666667
2021-10-08,400432,351509,197085.0,58320.0,91682.0,14247.0,1965.0,781.0,364080.0,52.8554166666667
2021-10-09,370656,334604,187927.0,40802.0,88004.0,21608.0,1009.0,0.0,339350.0,74.27375
2021-10-10,367099,319920,189666.0,16164.0,84446.0,56365.0,1134.0,37.0,347812.0,85.0845833333333
2021-10-11,369418,320391,193865.0,18979.0,77322.0,55795.0,2231.0,0.0,348192.0,20.8379166666667
2021-10-12,397168,350910,201215.0,41404.0,84876.0,47722.0,1757.0,615.0,377589.0,32.0120833333333
2021-10-13,396552,359392,201979.0,61639.0,86487.0,14885.0,1046.0,932.0,366968.0,47.6983333333333
2021-10-14,393641,356320,202536.0,52540.0,94442.0,18646.0,1519.0,726.0,370409.0,44.72625
2021-10-15,396290,355775,204418.0,51271.0,103187.0,10102.0,812.0,641.0,370431.0,53.1
2021-10-16,375808,318965,207088.0,9171.0,93868.0,52999.0,903.0,1.0,364030.0,12.5558333333333
2021-10-17,372995,308488,210209.0,8780.0,90578.0,49602.0,1263.0,0.0,360432.0,10.6929166666667
2021-10-18,389918,334891,211920.0,31110.0,91238.0,33489.0,2374.0,657.0,370788.0,26.7429166666667
2021-10-19,386370,334871,212371.0,26098.0,94737.0,34045.0,3003.0,842.0,371096.0,34.3375
2021-10-20,388657,338409,212226.0,34615.0,88709.0,35682.0,1865.0,668.0,373765.0,31.89375
2021-10-21,398703,344399,212094.0,26577.0,87273.0,55708.0,649.0,671.0,382972.0,27.8266666666667
2021-10-22,396877,344089,211865.0,44511.0,96840.0,15900.0,1843.0,675.0,371634.0,39.5791666666667
2021-10-23,376059,324942,213233.0,25059.0,99292.0,3833.0,1619.0,3.0,343039.0,44.6704166666667
2021-10-24,367471,317099,221890.0,21591.0,98808.0,12155.0,1671.0,0.0,356115.0,34.57875
2021-10-25,416033,353927,222918.0,25285.0,88926.0,74404.0,323.0,663.0,412519.0,25.195
2021-10-26,417433,360611,223022.0,18091.0,93931.0,70664.0,601.0,688.0,406997.0,27.59625
2021-10-27,394512,346789,223442.0,43493.0,91335.0,16502.0,2168.0,652.0,377592.0,43.7770833333333
2021-10-28,394051,341904,223799.0,8746.0,83135.0,63622.0,1898.0,593.0,381793.0,10.1883333333333
2021-10-29,396056,344579,223757.0,3721.0,86661.0,66166.0,1144.0,667.0,382116.0,18.9591666666667
2021-10-30,381225,337587,224122.0,20149.0,91838.0,20963.0,627.0,63.0,357762.0,38.925
2021-10-31,363785,317302,224565.0,4690.0,84181.0,40004.0,1002.0,1088.0,355530.0,17.17125
2021-11-01,394325,347751,224120.0,13238.0,83099.0,55689.0,1813.0,1508.0,379467.0,13.5825
2021-11-02,409141,362067,224801.0,25412.0,92020.0,47459.0,1670.0,724.0,392086.0,34.0570833333333
2021-11-03,411387,368523,225485.0,53247.0,98642.0,16148.0,1604.0,837.0,395963.0,49.9733333333333
2021-11-04,412493,374295,225516.0,62677.0,101148.0,6330.0,1148.0,624.0,397443.0,50.30375
2021-11-05,399812,357798,216741.0,49334.0,96413.0,18678.0,2092.0,1778.0,385036.0,42.9266666666667
2021-11-06,377340,331190,205709.0,17465.0,86345.0,41163.0,2270.0,128.0,353080.0,31.3704166666667
2021-11-07,373722,324218,205401.0,20141.0,90175.0,39282.0,2375.0,0.0,357374.0,35.7879166666667
2021-11-08,396330,342094,204996.0,34755.0,86941.0,53950.0,2183.0,609.0,383434.0,36.91
2021-11-09,395454,355648,205427.0,65594.0,92384.0,13333.0,1117.0,1964.0,379819.0,52.31875
2021-11-10,396895,354756,205061.0,64222.0,89976.0,14393.0,2305.0,1924.0,377881.0,46.2783333333333
2021-11-11,408383,357326,203186.0,22806.0,87630.0,71871.0,1012.0,2514.0,389019.0,33.6825
2021-11-12,400343,347545,203202.0,18144.0,87227.0,70370.0,1860.0,1967.0,382770.0,29.27875
2021-11-13,399288,341690,202990.0,19297.0,86017.0,70449.0,1052.0,1854.0,381659.0,35.3570833333333
2021-11-14,409777,353136,203021.0,56024.0,89470.0,34824.0,361.0,1228.0,384928.0,44.5045833333333
2021-11-15,424443,375414,202687.0,58638.0,83019.0,39750.0,730.0,2429.0,387253.0,42.08375
2021-11-16,425196,376074,202132.0,66183.0,89924.0,19820.0,1181.0,1900.0,381140.0,41.0141666666667
2021-11-17,426345,373166,204288.0,21320.0,84497.0,81379.0,234.0,1953.0,393671.0,34.04625
2021-11-18,416848,362977,205385.0,26430.0,81354.0,76169.0,504.0,2291.0,392133.0,21.81625
2021-11-19,423493,371428,204942.0,41868.0,90257.0,50360.0,1420.0,1793.0,390640.0,44.1083333333333
2021-11-20,408085,353503,205004.0,36268.0,83047.0,52085.0,557.0,1119.0,378080.0,37.84125
2021-11-21,392081,344292,205468.0,26651.0,80612.0,51203.0,788.0,1113.0,365835.0,36.4841666666667
2021-11-22,431091,374784,205812.0,39944.0,83885.0,74148.0,1423.0,1675.0,406887.0,36.2529166666667
2021-11-23,437507,386109,206187.0,80146.0,90734.0,25906.0,1540.0,1646.0,406159.0,46.1608333333333
2021-11-24,434398,375595,206583.0,30078.0,85950.0,81870.0,1290.0,1665.0,407436.0,32.8945833333333
2021-11-25,429323,382884,206593.0,44870.0,92964.0,49248.0,76.0,1655.0,395406.0,43.3316666666667
2021-11-26,444103,389877,205933.0,23432.0,93150.0,75642.0,301.0,1564.0,400022.0,33.87875
2021-11-27,433767,382180,206797.0,58878.0,97123.0,14335.0,1416.0,1135.0,379684.0,48.7558333333333
2021-11-28,435031,384410,206909.0,58265.0,93861.0,25884.0,197.0,1139.0,386255.0,49.6920833333333
2021-11-29,462413,404207,206465.0,100099.0,89566.0,16085.0,606.0,1670.0,414491.0,53.13625
2021-11-30,455401,401665,206253.0,75690.0,84622.0,42643.0,348.0,1687.0,411243.0,42.9295833333333
2021-12-01,445176,392945,206628.0,81745.0,83454.0,43991.0,523.0,1861.0,418202.0,44.39375
2021-12-02,436612,381929,207163.0,35996.0,77760.0,95191.0,498.0,1681.0,418289.0,29.69
2021-12-03,443980,398446,206946.0,89756.0,92821.0,16042.0,1084.0,1833.0,408482.0,46.1016666666667
2021-12-04,426050,374591,207068.0,61498.0,83443.0,63810.0,1032.0,1309.0,418160.0,40.7420833333333
2021-12-05,417901,380946,206693.0,65164.0,83223.0,45814.0,598.0,1174.0,402666.0,43.5870833333333
2021-12-06,439672,395930,206119.0,36595.0,86297.0,93851.0,178.0,1668.0,424708.0,37.8479166666667
2021-12-07,464290,420835,204051.0,97031.0,98626.0,35074.0,712.0,1667.0,437161.0,48.47625
2021-12-08,463673,428234,204512.0,131705.0,99109.0,18380.0,191.0,1698.0,455595.0,74.69125
2021-12-09,463750,422012,205441.0,98891.0,95130.0,44238.0,141.0,1792.0,445633.0,41.9554166666667
2021-12-10,435484,397824,206401.0,78662.0,94985.0,35711.0,639.0,1790.0,418188.0,35.8429166666667
2021-12-11,406497,358681,206992.0,15468.0,85913.0,90096.0,418.0,860.0,399747.0,25.2629166666667
2021-12-12,396267,349428,206526.0,11729.0,84578.0,90479.0,1233.0,868.0,395413.0,20.0295833333333
2021-12-13,422128,372123,206643.0,26206.0,90166.0,81383.0,1425.0,2657.0,408480.0,21.8420833333333
2021-12-14,414267,381930,206755.0,47512.0,96607.0,35874.0,1309.0,2044.0,390101.0,37.78875
2021-12-15,430547,389643,206873.0,31919.0,94584.0,86309.0,154.0,685.0,420524.0,31.3208333333333
2021-12-16,416667,367242,198727.0,15161.0,93418.0,99772.0,178.0,668.0,407924.0,29.9770833333333
2021-12-17,429819,380529,203565.0,43079.0,105098.0,52170.0,1086.0,693.0,405691.0,34.1054166666667
2021-12-18,437922,389320,233932.0,51580.0,106408.0,23201.0,63.0,9.0,415193.0,38.4070833333333
2021-12-19,436664,388916,239129.0,56174.0,106626.0,17582.0,829.0,31.0,420371.0,39.1229166666667
2021-12-20,440243,400879,239845.0,22714.0,91526.0,76579.0,475.0,571.0,431710.0,19.2291666666667
2021-12-21,428055,395136,239706.0,30150.0,99752.0,34577.0,751.0,1289.0,406225.0,21.7533333333333
2021-12-22,463979,402463,239519.0,28923.0,104572.0,76868.0,874.0,1498.0,452254.0,19.4520833333333
2021-12-23,458570,411504,239802.0,44293.0,112766.0,36223.0,518.0,1510.0,435112.0,44.9008333333333
2021-12-24,416531,374207,239733.0,25701.0,97405.0,44546.0,256.0,1483.0,409124.0,27.3995833333333
2021-12-25,399137,345365,240057.0,14304.0,94031.0,46523.0,116.0,750.0,395781.0,23.5266666666667
2021-12-26,397627,348143,240243.0,30083.0,99006.0,17992.0,460.0,531.0,388315.0,31.9433333333333
2021-12-27,430846,379592,239899.0,32204.0,98046.0,53262.0,133.0,653.0,424197.0,29.33125
2021-12-28,428874,375829,243665.0,40185.0,99187.0,32328.0,430.0,848.0,416643.0,28.6429166666667
2021-12-29,421675,377608,247558.0,43047.0,98885.0,21224.0,256.0,1156.0,412126.0,37.7820833333333
2021-12-30,415580,374847,250918.0,41872.0,97248.0,6185.0,303.0,819.0,397345.0,37.0920833333333
2021-12-31,394525,362056,251227.0,26229.0,95409.0,15224.0,394.0,700.0,389183.0,30.8266666666667
2022-01-01,398618,348294,251437.0,6601.0,93522.0,43654.0,96.0,55.0,395365.0,20.4779166666667
2022-01-02,445976,383128,250910.0,33861.0,90861.0,47459.0,114.0,56.0,423261.0,24.705
2022-01-03,468453,414617,249362.0,74838.0,97757.0,26453.0,289.0,1270.0,449969.0,35.4316666666667
2022-01-04,467547,405197,240850.0,51098.0,95359.0,70108.0,511.0,1437.0,459363.0,33.07
2022-01-05,450970,400582,240404.0,19025.0,85756.0,90146.0,136.0,712.0,436179.0,17.6875
2022-01-06,480299,416369,239681.0,56180.0,108978.0,53780.0,640.0,1843.0,461102.0,31.3891666666667
2022-01-07,496357,425628,240151.0,74224.0,105613.0,39933.0,1116.0,911.0,461948.0,41.20625
2022-01-08,475279,407343,240712.0,55087.0,88777.0,59657.0,1094.0,67.0,445394.0,38.565
2022-01-09,440032,387533,240738.0,14590.0,81575.0,83086.0,250.0,1180.0,421419.0,8.82166666666667
2022-01-10,494885,428527,240691.0,44879.0,100448.0,82510.0,756.0,628.0,469912.0,29.8208333333333
2022-01-11,517098,454357,240306.0,95214.0,106128.0,55708.0,452.0,633.0,498441.0,59.4633333333333
2022-01-12,490665,425662,240354.0,80043.0,97138.0,47284.0,200.0,718.0,465737.0,36.1266666666667
2022-01-13,470530,419483,240663.0,93160.0,108150.0,8104.0,218.0,638.0,450933.0,46.2341666666667
2022-01-14,506835,423824,240541.0,72065.0,102432.0,53114.0,1065.0,646.0,469863.0,43.035
2022-01-15,508796,437593,240655.0,113607.0,108581.0,28158.0,1217.0,11.0,492229.0,59.9745833333333
2022-01-16,500388,415407,240983.0,116588.0,101422.0,26486.0,1456.0,0.0,486935.0,50.6695833333333
2022-01-17,479415,412294,241271.0,58912.0,87850.0,72423.0,103.0,627.0,461186.0,32.2341666666667
2022-01-18,471641,418773,240736.0,70206.0,93909.0,50203.0,417.0,662.0,456133.0,32.78
2022-01-19,475701,415926,222013.0,58377.0,91767.0,92359.0,522.0,694.0,465732.0,36.84
2022-01-20,498917,444006,221154.0,120597.0,102979.0,30098.0,1577.0,652.0,477057.0,83.6083333333333
2022-01-21,511524,451986,233057.0,144998.0,99807.0,20487.0,1660.0,601.0,500610.0,61.9708333333334
2022-01-22,484602,424664,239090.0,68558.0,88847.0,81573.0,705.0,1172.0,479945.0,40.1779166666667
2022-01-23,484948,415850,251070.0,76912.0,94864.0,27458.0,487.0,1137.0,451928.0,39.7758333333333
2022-01-24,518326,452482,257291.0,112133.0,100270.0,31214.0,368.0,1417.0,502693.0,49.6383333333333
2022-01-25,516034,441293,258245.0,100995.0,95945.0,30127.0,841.0,1795.0,487948.0,85.4295833333333
2022-01-26,510112,450695,258084.0,103203.0,99968.0,35322.0,1060.0,1784.0,499421.0,55.7383333333334
2022-01-27,506481,439799,258716.0,50973.0,89267.0,84088.0,507.0,1870.0,485421.0,33.4783333333333
2022-01-28,496644,441891,258764.0,77185.0,102732.0,36991.0,1307.0,1810.0,478789.0,36.9895833333333
2022-01-29,499249,433823,259032.0,103906.0,106159.0,18985.0,1634.0,1132.0,490848.0,54.19125
2022-01-30,488387,419746,260057.0,86811.0,98453.0,11521.0,890.0,1128.0,458860.0,51.6816666666667
2022-01-31,488327,428616,260397.0,91394.0,95010.0,16276.0,1552.0,1727.0,466356.0,51.4554166666667
2022-02-01,465361,408423,260209.0,15988.0,89540.0,80599.0,1515.0,1495.0,449346.0,28.0729166666667
2022-02-02,466226,416731,260478.0,29500.0,96669.0,45757.0,659.0,727.0,433790.0,40.9741666666667
2022-02-03,479074,429267,260313.0,26972.0,98396.0,68600.0,289.0,899.0,455469.0,35.3420833333333
2022-02-04,505349,447112,256315.0,104402.0,105384.0,30076.0,230.0,770.0,497177.0,56.61375
2022-02-05,469464,423060,240538.0,97456.0,103163.0,22983.0,582.0,5.0,464727.0,51.4045833333333
2022-02-06,454613,401161,240872.0,38889.0,90460.0,83681.0,786.0,0.0,454688.0,30.8725
2022-02-07,457323,412214,241096.0,66441.0,97777.0,37741.0,1335.0,533.0,444923.0,36.5625
2022-02-08,454553,405780,240538.0,61083.0,99221.0,34437.0,1194.0,859.0,437332.0,40.3179166666667
2022-02-09,441311,394405,241232.0,19106.0,90437.0,75666.0,1522.0,633.0,428596.0,15.2941666666667
2022-02-10,445866,402052,240978.0,30226.0,96394.0,57489.0,632.0,541.0,426260.0,27.38125
2022-02-11,447984,402393,240941.0,12152.0,94738.0,90619.0,582.0,613.0,439645.0,21.3691666666667
2022-02-12,445818,398029,241159.0,39247.0,93128.0,48445.0,1422.0,1163.0,424564.0,22.8866666666667
2022-02-13,464922,419732,241022.0,98287.0,101232.0,9617.0,1877.0,15.0,452050.0,44.57625
2022-02-14,507941,440373,239577.0,130613.0,101425.0,14068.0,2417.0,522.0,488622.0,54.0325
2022-02-15,501589,427755,219891.0,111790.0,105998.0,30199.0,2547.0,595.0,471020.0,55.9779166666667
2022-02-16,449965,400862,219961.0,29588.0,85041.0,94754.0,1389.0,1679.0,432412.0,25.19625
2022-02-17,444309,410036,220069.0,35881.0,101670.0,59257.0,247.0,1679.0,418803.0,49.2291666666667
2022-02-18,450257,419577,220279.0,58183.0,104282.0,42387.0,1092.0,1676.0,427899.0,43.575
2022-02-19,449122,402111,220148.0,41467.0,99500.0,80145.0,1803.0,1143.0,444206.0,40.9979166666667
2022-02-20,420943,379582,220026.0,16452.0,88928.0,91289.0,2016.0,1203.0,419914.0,21.98875
2022-02-21,412185,371179,220044.0,31730.0,95344.0,38579.0,1980.0,1141.0,388818.0,35.9875
2022-02-22,442510,406132,219488.0,26002.0,102974.0,78222.0,301.0,1668.0,428655.0,38.6970833333333
2022-02-23,446512,413250,219780.0,47174.0,104994.0,58163.0,1527.0,1675.0,433313.0,37.845
2022-02-24,466213,421314,220005.0,95859.0,101034.0,33886.0,3082.0,1684.0,455550.0,46.05375
2022-02-25,489258,434361,219934.0,122227.0,97605.0,37540.0,1149.0,1630.0,480085.0,86.47625
2022-02-26,456530,397345,220083.0,68361.0,86796.0,68739.0,1503.0,1153.0,446635.0,44.8616666666667
2022-02-27,434548,384299,220144.0,29413.0,82408.0,80698.0,1585.0,829.0,415077.0,24.5595833333333
2022-02-28,473271,419199,220119.0,109655.0,92560.0,25055.0,2624.0,488.0,450501.0,46.6975
2022-03-01,466561,412822,219691.0,98946.0,91423.0,44624.0,1136.0,544.0,456364.0,44.8858333333333
2022-03-02,435426,401124,220186.0,80863.0,93701.0,24335.0,1825.0,1037.0,421947.0,38.9670833333333
2022-03-03,443275,411376,220108.0,77072.0,94223.0,31054.0,2467.0,723.0,425647.0,37.0666666666667
2022-03-04,449849,404834,220408.0,71971.0,94151.0,30305.0,2781.0,608.0,420224.0,41.61125
2022-03-05,416318,374577,220102.0,24032.0,89981.0,50626.0,1742.0,0.0,386483.0,24.4320833333333
2022-03-06,395396,343572,220122.0,7165.0,88719.0,68903.0,2299.0,81.0,387289.0,13.48875
2022-03-07,435282,402493,220320.0,54118.0,101524.0,32237.0,389.0,522.0,409110.0,38.6908333333333
2022-03-08,432506,395900,220468.0,49256.0,98568.0,31474.0,2322.0,510.0,402598.0,41.0829166666667
2022-03-09,425482,388558,203115.0,65110.0,99074.0,29575.0,1872.0,1394.0,400140.0,42.5566666666667
2022-03-10,422308,385943,200601.0,67990.0,104823.0,12949.0,2619.0,1352.0,390334.0,43.2229166666667
2022-03-11,434118,407119,201379.0,68873.0,106062.0,17107.0,1237.0,1346.0,396004.0,44.9875
2022-03-12,426001,383934,200663.0,23678.0,85562.0,87864.0,1049.0,6.0,398822.0,30.2845833333333
2022-03-13,428437,389083,202780.0,32163.0,91650.0,63678.0,957.0,0.0,391228.0,44.3045833333333
2022-03-14,428059,391268,213611.0,54625.0,97722.0,25021.0,2041.0,1324.0,394344.0,44.2458333333333
2022-03-15,426197,395301,214432.0,60840.0,102255.0,12271.0,1293.0,1219.0,392310.0,44.1104166666667
2022-03-16,413334,378858,214000.0,47744.0,99218.0,20852.0,1902.0,1285.0,385001.0,38.1395833333333
2022-03-17,396597,355133,212504.0,32708.0,94078.0,31448.0,3049.0,1203.0,374990.0,35.01125
2022-03-18,398819,358783,212927.0,24345.0,96198.0,33735.0,1746.0,1378.0,370329.0,30.0179166666667
2022-03-19,397976,352859,212519.0,9744.0,92970.0,57714.0,677.0,595.0,374219.0,25.6383333333333
2022-03-20,383565,337943,212018.0,18097.0,92824.0,42684.0,2144.0,46.0,367813.0,27.7479166666667
2022-03-21,395545,359661,211772.0,37098.0,98808.0,18039.0,3133.0,1208.0,370058.0,41.9025
2022-03-22,407008,366673,202087.0,28668.0,102068.0,59216.0,2499.0,1111.0,395649.0,50.8933333333333
2022-03-23,430525,385089,200641.0,14075.0,103540.0,88554.0,867.0,984.0,408661.0,34.6966666666667
2022-03-24,416242,373678,201081.0,16309.0,102212.0,72143.0,1538.0,795.0,394078.0,27.5683333333333
2022-03-25,412707,372655,201336.0,29977.0,107571.0,45595.0,964.0,1219.0,386662.0,38.7670833333333
2022-03-26,398471,353981,201080.0,15201.0,98687.0,75458.0,1044.0,438.0,391908.0,26.7075
2022-03-27,419656,367712,201018.0,12349.0,102855.0,92830.0,1554.0,478.0,411084.0,27.965
2022-03-28,451753,405527,201006.0,58657.0,111435.0,64287.0,2205.0,1181.0,438771.0,52.03
2022-03-29,436224,392734,208853.0,54406.0,110400.0,17439.0,3624.0,542.0,395264.0,50.31875
2022-03-30,434863,399232,213088.0,25033.0,104343.0,67200.0,1110.0,696.0,411470.0,58.3325
2022-03-31,412071,368413,212674.0,5877.0,93679.0,83980.0,1211.0,527.0,397948.0,16.5316666666667
2022-04-01,411893,376314,214875.0,14542.0,102543.0,52989.0,1380.0,276.0,386605.0,36.13
2022-04-02,385841,349436,220103.0,17955.0,104370.0,7012.0,3147.0,728.0,353315.0,50.7458333333333
2022-04-03,387114,349203,214418.0,27473.0,101191.0,16664.0,1190.0,556.0,361492.0,51.7458333333333
2022-04-04,401060,367038,207987.0,43174.0,105570.0,18539.0,2128.0,540.0,377938.0,63.3545833333333
2022-04-05,390375,354634,205333.0,35504.0,101787.0,23122.0,2652.0,259.0,368657.0,56.17625
2022-04-06,394419,350349,203644.0,15040.0,99813.0,57570.0,2158.0,253.0,378478.0,40.56
2022-04-07,391026,351060,203365.0,20846.0,104573.0,39132.0,1592.0,376.0,369884.0,45.305
2022-04-08,391071,352929,203604.0,27548.0,105034.0,26745.0,2337.0,579.0,365847.0,47.7579166666667
2022-04-09,379774,341729,207915.0,21729.0,105765.0,21545.0,1540.0,0.0,358494.0,56.1779166666666
2022-04-10,366066,329672,207786.0,11954.0,96431.0,30187.0,2265.0,0.0,348623.0,14.0441666666667
2022-04-11,390240,348046,207860.0,12380.0,97903.0,58369.0,2237.0,280.0,379029.0,11.53
2022-04-12,369480,332846,207778.0,16481.0,109994.0,20511.0,3523.0,928.0,359215.0,35.1479166666667
2022-04-13,393563,340581,212385.0,3104.0,100890.0,73021.0,1277.0,271.0,390948.0,7.26083333333333
2022-04-14,383974,326934,218223.0,3556.0,96064.0,59698.0,2264.0,588.0,380393.0,0.9475
2022-04-15,372288,309610,218853.0,2998.0,90715.0,52985.0,1902.0,706.0,368159.0,1.11
2022-04-16,377794,319326,219242.0,2982.0,117068.0,30657.0,2421.0,116.0,372486.0,36.7454166666667
2022-04-17,371603,320453,218588.0,4350.0,116767.0,21520.0,2880.0,517.0,364622.0,26.04625
2022-04-18,405404,356501,218043.0,11199.0,114968.0,39750.0,2022.0,728.0,386710.0,33.4841666666667
2022-04-19,420280,369899,218982.0,4409.0,112061.0,72295.0,1087.0,558.0,409392.0,13.4620833333333
