day,MarketDemand(MW),OntarioDemand(MW),NuclearSupply(MW),GasSupply(MW),HydroSupply(MW),WindSupply(MW),SolarSupply(MW),BiofuelSupply(MW),TotalSupply(MW),HOEP($/MWh)
2002-05-01,395721,395175,,,,,,,,28.3879166666667
2002-05-02,409942,409141,,,,,,,,30.0908333333333
2002-05-03,397355,396259,,,,,,,,31.6595833333333
2002-05-04,356080,354419,,,,,,,,26.5525
2002-05-05,342939,338993,,,,,,,,24.8554166666667
2002-05-06,397223,391787,,,,,,,,29.6616666666667
2002-05-07,395019,391354,,,,,,,,27.8133333333333
2002-05-08,401476,392271,,,,,,,,28.12375
2002-05-09,410189,399143,,,,,,,,39.2554166666667
2002-05-10,391012,388530,,,,,,,,29.635
2002-05-11,356225,353829,,,,,,,,28.2204166666667
2002-05-12,355252,352856,,,,,,,,28.4445833333333
2002-05-13,406557,404618,,,,,,,,41.335
2002-05-14,408298,405058,,,,,,,,32.2091666666667
2002-05-15,394897,392778,,,,,,,,28.39125
2002-05-16,400980,397283,,,,,,,,25.5516666666667
2002-05-17,386954,382679,,,,,,,,25.5145833333333
2002-05-18,356565,352801,,,,,,,,25.4345833333333
2002-05-19,352717,344377,,,,,,,,22.1475
2002-05-20,355638,346390,,,,,,,,23.0295833333333
2002-05-21,399115,392737,,,,,,,,26.7095833333333
2002-05-22,393517,390501,,,,,,,,23.7441666666667
2002-05-23,394095,390581,,,,,,,,25.9766666666667
2002-05-24,387811,385700,,,,,,,,24.9325
2002-05-25,355128,353332,,,,,,,,26.3833333333333
2002-05-26,341307,338941,,,,,,,,28.7808333333333
2002-05-27,391917,390831,,,,,,,,30.4154166666667
2002-05-28,400449,399661,,,,,,,,29.5854166666667
2002-05-29,411785,407275,,,,,,,,37.2341666666667
2002-05-30,427424,421806,,,,,,,,41.9579166666667
2002-05-31,414946,413795,,,,,,,,32.9216666666667
2002-06-01,370736,370440,,,,,,,,26.4683333333333
2002-06-02,344134,342383,,,,,,,,26.69125
2002-06-03,400566,383283,,,,,,,,28.8258333333333
2002-06-04,404198,389810,,,,,,,,31.09375
2002-06-05,410819,398662,,,,,,,,35.4170833333333
2002-06-06,400668,391495,,,,,,,,30.7120833333333
2002-06-07,397924,389493,,,,,,,,30.2770833333333
2002-06-08,363359,363335,,,,,,,,31.9329166666667
2002-06-09,369860,369836,,,,,,,,31.1108333333333
2002-06-10,419334,416774,,,,,,,,33.1245833333333
2002-06-11,448192,445651,,,,,,,,76.1516666666667
2002-06-12,431666,420570,,,,,,,,32.5441666666667
2002-06-13,416580,406711,,,,,,,,29.2220833333333
2002-06-14,407920,399896,,,,,,,,30.1683333333333
2002-06-15,360724,356806,,,,,,,,33.0545833333333
2002-06-16,345168,337391,,,,,,,,23.68375
2002-06-17,397444,387293,,,,,,,,30.4091666666667
2002-06-18,401744,395852,,,,,,,,27.4579166666667
2002-06-19,417767,407118,,,,,,,,31.2966666666667
2002-06-20,440295,436047,,,,,,,,34.6245833333333
2002-06-21,449879,448463,,,,,,,,36.1870833333333
2002-06-22,405305,396970,,,,,,,,28.8958333333333
2002-06-23,428904,418308,,,,,,,,33.79875
2002-06-24,456208,444788,,,,,,,,31.6020833333333
2002-06-25,473371,463547,,,,,,,,47.7754166666667
2002-06-26,492389,482317,,,,,,,,58.3283333333333
2002-06-27,474515,463329,,,,,,,,46.6666666666667
2002-06-28,458180,442783,,,,,,,,44.0645833333333
2002-06-29,408023,404322,,,,,,,,36.13375
2002-06-30,419282,411565,,,,,,,,36.295
2002-07-01,465116,444207,,,,,,,,52.0483333333333
2002-07-02,521805,518527,,,,,,,,83.9808333333333
2002-07-03,532377,527421,,,,,,,,76.6695833333333
2002-07-04,506005,504909,,,,,,,,63.8258333333333
2002-07-05,424662,418095,,,,,,,,35.6008333333333
2002-07-06,389944,385726,,,,,,,,36.8833333333333
2002-07-07,394020,389729,,,,,,,,36.33625
2002-07-08,473215,471975,,,,,,,,59.4933333333333
2002-07-09,466435,465403,,,,,,,,39.6891666666667
2002-07-10,423634,419184,,,,,,,,34.2070833333333
2002-07-11,412444,409757,,,,,,,,33.53125
2002-07-12,423443,418325,,,,,,,,40.3879166666667
2002-07-13,400866,399724,,,,,,,,33.9125
2002-07-14,417410,413689,,,,,,,,44.2283333333333
2002-07-15,486331,484416,,,,,,,,55.0420833333333
2002-07-16,488394,487602,,,,,,,,66.9708333333333
2002-07-17,517456,516156,,,,,,,,70.8125
2002-07-18,485482,485364,,,,,,,,61.7795833333333
2002-07-19,457049,456227,,,,,,,,59.4675
2002-07-20,417426,415969,,,,,,,,60.8029166666667
2002-07-21,424532,423622,,,,,,,,60.9154166666667
2002-07-22,494630,494154,,,,,,,,79.4275
2002-07-23,447678,447506,,,,,,,,59.5954166666667
2002-07-24,415471,414175,,,,,,,,47.6025
2002-07-25,418806,416910,,,,,,,,47.5241666666667
2002-07-26,436868,436302,,,,,,,,61.465
2002-07-27,427983,427250,,,,,,,,56.6770833333333
2002-07-28,442996,442709,,,,,,,,71.9441666666667
2002-07-29,507157,506099,,,,,,,,93.8333333333333
2002-07-30,498711,496490,,,,,,,,99.9116666666667
2002-07-31,495916,495721,,,,,,,,76.45
2002-08-01,524883,523461,,,,,,,,96.3920833333333
2002-08-02,499013,498541,,,,,,,,73.9979166666667
2002-08-03,421210,420538,,,,,,,,53.3975
2002-08-04,407217,407145,,,,,,,,53.1495833333334
2002-08-05,421741,416361,,,,,,,,63.9595833333333
2002-08-06,414606,410625,,,,,,,,39.94875
2002-08-07,415643,414121,,,,,,,,38.9370833333333
2002-08-08,422145,420275,,,,,,,,40.6104166666667
2002-08-09,432474,431758,,,,,,,,46.1770833333333
2002-08-10,418307,417465,,,,,,,,49.8083333333333
2002-08-11,436538,434933,,,,,,,,62.6954166666667
2002-08-12,516669,516422,,,,,,,,103.40125
2002-08-13,525507,525253,,,,,,,,191.444166666667
2002-08-14,508768,508246,,,,,,,,119.789166666667
2002-08-15,507701,507463,,,,,,,,107.317916666667
2002-08-16,500904,500732,,,,,,,,83.91625
2002-08-17,451345,451273,,,,,,,,66.3108333333333
2002-08-18,428610,428258,,,,,,,,54.9379166666667
2002-08-19,429404,427052,,,,,,,,46.46875
2002-08-20,432421,429757,,,,,,,,54.0016666666667
2002-08-21,443236,442712,,,,,,,,57.6183333333333
2002-08-22,449697,448673,,,,,,,,48.9629166666667
2002-08-23,425817,425238,,,,,,,,44.18
2002-08-24,391426,391338,,,,,,,,45.5691666666667
2002-08-25,386419,384697,,,,,,,,38.75
2002-08-26,449604,448782,,,,,,,,60.7604166666667
2002-08-27,437164,434823,,,,,,,,52.8179166666667
2002-08-28,426750,425082,,,,,,,,53.50875
2002-08-29,432383,431247,,,,,,,,49.17125
2002-08-30,429062,428039,,,,,,,,48.46
2002-08-31,398640,398568,,,,,,,,43.22625
2002-09-01,387721,385625,,,,,,,,41.8929166666667
2002-09-02,390131,389709,,,,,,,,48.0395833333333
2002-09-03,467830,467758,,,,,,,,186.193333333333
2002-09-04,445005,444463,,,,,,,,78.6033333333333
2002-09-05,434995,431717,,,,,,,,52.4179166666667
2002-09-06,430069,427058,,,,,,,,51.9229166666667
2002-09-07,425151,421355,,,,,,,,59.1258333333333
2002-09-08,437088,434833,,,,,,,,62.2054166666667
2002-09-09,508588,505189,,,,,,,,189.326666666667
2002-09-10,503597,502040,,,,,,,,185.635833333333
2002-09-11,424812,420929,,,,,,,,50.9754166666667
2002-09-12,420079,413904,,,,,,,,41.3308333333333
2002-09-13,427517,424811,,,,,,,,49.5425
2002-09-14,401519,400114,,,,,,,,59.7429166666667
2002-09-15,386145,383059,,,,,,,,48.4341666666667
2002-09-16,419243,417228,,,,,,,,117.7125
2002-09-17,422199,419647,,,,,,,,64.18625
2002-09-18,429607,427867,,,,,,,,64.5829166666667
2002-09-19,457874,456565,,,,,,,,128.76125
2002-09-20,472788,471131,,,,,,,,136.323333333333
2002-09-21,417443,413770,,,,,,,,65.0270833333333
2002-09-22,388018,379329,,,,,,,,52.5141666666667
2002-09-23,409170,402790,,,,,,,,53.6720833333333
2002-09-24,412264,406420,,,,,,,,61.865
2002-09-25,409484,403802,,,,,,,,44.2666666666667
2002-09-26,411753,406153,,,,,,,,64.0883333333333
2002-09-27,408535,403846,,,,,,,,51.735
2002-09-28,373933,361504,,,,,,,,38.8179166666667
2002-09-29,366957,357601,,,,,,,,38.5904166666667
2002-09-30,415073,412921,,,,,,,,68.2570833333333
2002-10-01,439531,437648,,,,,,,,63.5416666666667
2002-10-02,437814,434623,,,,,,,,62.0175
2002-10-03,413328,402134,,,,,,,,51.13125
2002-10-04,413982,409238,,,,,,,,65.60875
2002-10-05,374977,362970,,,,,,,,41.3025
2002-10-06,360861,352431,,,,,,,,37.27125
2002-10-07,403332,398424,,,,,,,,57.1458333333333
2002-10-08,408586,401121,,,,,,,,38.45875
2002-10-09,409490,402333,,,,,,,,44.67625
2002-10-10,410558,402596,,,,,,,,45.2658333333333
2002-10-11,409519,397812,,,,,,,,32.7995833333333
2002-10-12,377719,364187,,,,,,,,41.0929166666667
2002-10-13,369771,348702,,,,,,,,27.19
2002-10-14,372501,351064,,,,,,,,30.0908333333333
2002-10-15,412981,402052,,,,,,,,49.0679166666667
2002-10-16,424692,409176,,,,,,,,63.8316666666667
2002-10-17,426800,411973,,,,,,,,42.5241666666667
2002-10-18,421858,408823,,,,,,,,48.3208333333333
2002-10-19,390154,375491,,,,,,,,33.5708333333333
2002-10-20,376590,366864,,,,,,,,31.5691666666667
2002-10-21,421377,414260,,,,,,,,48.31125
2002-10-22,429047,422263,,,,,,,,48.2795833333333
2002-10-23,426939,420666,,,,,,,,58.08
2002-10-24,428417,421135,,,,,,,,61.9045833333333
2002-10-25,428147,421521,,,,,,,,71.8629166666667
2002-10-26,399810,383355,,,,,,,,49.205
2002-10-27,390748,373267,,,,,,,,40.7866666666667
2002-10-28,424732,420667,,,,,,,,53.75
2002-10-29,432491,426133,,,,,,,,55.4658333333333
2002-10-30,435346,426462,,,,,,,,56.2833333333334
2002-10-31,436182,428448,,,,,,,,57.90875
2002-11-01,436075,426178,,,,,,,,54.6070833333333
2002-11-02,411271,401933,,,,,,,,46.2820833333333
2002-11-03,402209,390891,,,,,,,,38.4979166666667
2002-11-04,438960,431442,,,,,,,,56.86
2002-11-05,440617,435636,,,,,,,,55.59375
2002-11-06,436988,432158,,,,,,,,50.6754166666667
2002-11-07,442367,437551,,,,,,,,51.5183333333333
2002-11-08,421437,415980,,,,,,,,54.8470833333333
2002-11-09,392569,377100,,,,,,,,35.3408333333333
2002-11-10,383095,368161,,,,,,,,28.03375
2002-11-11,422051,411040,,,,,,,,41.65125
2002-11-12,428883,420114,,,,,,,,49.26
2002-11-13,437701,425138,,,,,,,,51.1158333333333
2002-11-14,436528,423265,,,,,,,,47.0529166666667
2002-11-15,440211,429410,,,,,,,,50.2466666666667
2002-11-16,430791,418268,,,,,,,,58.5104166666667
2002-11-17,420537,407953,,,,,,,,44.56375
2002-11-18,455980,440535,,,,,,,,54.91
2002-11-19,455820,437570,,,,,,,,47.54625
2002-11-20,446506,425398,,,,,,,,41.3391666666667
2002-11-21,447651,421801,,,,,,,,46.7720833333333
2002-11-22,456308,433658,,,,,,,,59.0654166666667
2002-11-23,430925,409085,,,,,,,,54.645
2002-11-24,413995,391710,,,,,,,,42.56375
2002-11-25,445950,437651,,,,,,,,55.9145833333333
2002-11-26,454991,443736,,,,,,,,51.1408333333333
2002-11-27,456676,449451,,,,,,,,61.7545833333333
2002-11-28,462615,454731,,,,,,,,51.9041666666667
2002-11-29,458025,446676,,,,,,,,49.575
2002-11-30,426934,411447,,,,,,,,49.48
2002-12-01,438266,421882,,,,,,,,66.1004166666667
2002-12-02,480391,472155,,,,,,,,118.717916666667
2002-12-03,485184,480778,,,,,,,,104.3675
2002-12-04,480106,476579,,,,,,,,81.23875
2002-12-05,472341,468548,,,,,,,,64.73625
2002-12-06,466921,462282,,,,,,,,79.8016666666667
2002-12-07,445805,434477,,,,,,,,62.4991666666667
2002-12-08,437048,424061,,,,,,,,50.8825
2002-12-09,488236,482971,,,,,,,,64.4795833333333
2002-12-10,468727,462544,,,,,,,,46.2866666666667
2002-12-11,476756,460228,,,,,,,,52.7125
2002-12-12,462967,449448,,,,,,,,47.9295833333333
2002-12-13,469611,450480,,,,,,,,55.8025
2002-12-14,440630,419688,,,,,,,,44.5354166666667
2002-12-15,437381,416350,,,,,,,,49.24625
2002-12-16,487345,470022,,,,,,,,71.0829166666667
2002-12-17,489307,478145,,,,,,,,79.2241666666667
2002-12-18,484402,470125,,,,,,,,79.68625
2002-12-19,463987,448511,,,,,,,,70.3270833333334
2002-12-20,460593,439433,,,,,,,,44.5066666666667
2002-12-21,435902,415223,,,,,,,,67.3279166666667
2002-12-22,427825,406178,,,,,,,,46.72
2002-12-23,458658,432562,,,,,,,,32.71125
2002-12-24,422349,399616,,,,,,,,25.36375
2002-12-25,400132,373272,,,,,,,,33.66
2002-12-26,410379,375502,,,,,,,,26.59875
2002-12-27,436297,405906,,,,,,,,42.2204166666667
2002-12-28,429618,398773,,,,,,,,36.9466666666667
2002-12-29,412447,382366,,,,,,,,32.3345833333333
2002-12-30,439227,416910,,,,,,,,37.8425
2002-12-31,413994,388849,,,,,,,,28.54875
2003-01-01,397359,375753,,,,,,,,24.5541666666667
2003-01-02,473867,449182,,,,,,,,43.2275
2003-01-03,481150,455246,,,,,,,,38.4433333333333
2003-01-04,449541,416474,,,,,,,,27.0704166666667
2003-01-05,440854,408879,,,,,,,,30.55125
2003-01-06,489714,456187,,,,,,,,39.5916666666667
2003-01-07,497824,468725,,,,,,,,39.13125
2003-01-08,477157,445110,,,,,,,,38.0658333333333
2003-01-09,476476,451634,,,,,,,,38.3770833333333
2003-01-10,485236,468758,,,,,,,,58.9458333333333
2003-01-11,456065,444207,,,,,,,,48.50875
2003-01-12,446397,428746,,,,,,,,41.305
2003-01-13,488677,476153,,,,,,,,61.2966666666667
2003-01-14,503868,488415,,,,,,,,42.4204166666667
2003-01-15,507280,487288,,,,,,,,42.70875
2003-01-16,516170,488994,,,,,,,,48.1954166666667
2003-01-17,512040,490642,,,,,,,,57.7054166666667
2003-01-18,482465,460401,,,,,,,,70.4808333333333
2003-01-19,464952,446317,,,,,,,,65.3370833333333
2003-01-20,506094,490198,,,,,,,,67.0725
2003-01-21,523867,503706,,,,,,,,68.9716666666667
2003-01-22,540580,513556,,,,,,,,72.4325
2003-01-23,546517,517809,,,,,,,,100.32
2003-01-24,534647,502573,,,,,,,,96.5058333333333
2003-01-25,476549,459270,,,,,,,,68.35375
2003-01-26,461685,447900,,,,,,,,68.7716666666667
2003-01-27,520537,509517,,,,,,,,117.492916666667
2003-01-28,519896,497161,,,,,,,,95.2708333333333
2003-01-29,500364,478882,,,,,,,,88.4395833333334
2003-01-30,500648,487679,,,,,,,,78.2279166666667
2003-01-31,487129,471312,,,,,,,,70.38125
2003-02-01,435249,418618,,,,,,,,57.6454166666667
2003-02-02,438931,407023,,,,,,,,43.8216666666667
2003-02-03,485690,464670,,,,,,,,67.2541666666667
2003-02-04,478093,469065,,,,,,,,81.5458333333333
2003-02-05,496970,481909,,,,,,,,56.0554166666667
2003-02-06,491394,476610,,,,,,,,59.8833333333333
2003-02-07,487160,471608,,,,,,,,77.0970833333333
2003-02-08,465256,450901,,,,,,,,69.92125
2003-02-09,459029,434993,,,,,,,,46.5145833333333
2003-02-10,499807,484554,,,,,,,,80.0358333333334
2003-02-11,522266,505029,,,,,,,,84.7675
2003-02-12,518165,498345,,,,,,,,73.6779166666667
2003-02-13,525862,505768,,,,,,,,93.7075
2003-02-14,516585,496361,,,,,,,,71.0504166666667
2003-02-15,498384,473150,,,,,,,,103.930833333333
2003-02-16,494504,473867,,,,,,,,126.794166666667
2003-02-17,519077,503181,,,,,,,,114.427083333333
2003-02-18,497388,481753,,,,,,,,110.873333333333
2003-02-19,486526,468376,,,,,,,,74.12875
2003-02-20,475453,452883,,,,,,,,42.95125
2003-02-21,468979,442251,,,,,,,,55.3016666666667
2003-02-22,446558,427251,,,,,,,,102.886666666667
2003-02-23,442671,431780,,,,,,,,91.3316666666667
2003-02-24,497408,486804,,,,,,,,143.110416666667
2003-02-25,493388,487593,,,,,,,,166.031666666667
2003-02-26,491124,488833,,,,,,,,123.894166666667
2003-02-27,482389,476613,,,,,,,,113.58125
2003-02-28,471425,462739,,,,,,,,88.5766666666667
2003-03-01,439080,424674,,,,,,,,66.3779166666667
2003-03-02,441862,426899,,,,,,,,103.465833333333
2003-03-03,501919,498343,,,,,,,,220.323333333333
2003-03-04,489916,483040,,,,,,,,98.0858333333333
2003-03-05,482148,472485,,,,,,,,65.0058333333333
2003-03-06,485913,472709,,,,,,,,103.1775
2003-03-07,491736,468924,,,,,,,,117.394166666667
2003-03-08,445934,424269,,,,,,,,75.2216666666667
2003-03-09,450844,429534,,,,,,,,113.383333333333
2003-03-10,492769,482131,,,,,,,,128.54
2003-03-11,492671,479040,,,,,,,,122.025833333333
2003-03-12,472595,457636,,,,,,,,74.1741666666667
2003-03-13,476679,458919,,,,,,,,83.0095833333333
2003-03-14,466151,450780,,,,,,,,80.625
2003-03-15,419932,401072,,,,,,,,67.3095833333333
2003-03-16,410199,383578,,,,,,,,52.19375
2003-03-17,429222,418732,,,,,,,,71.6975
2003-03-18,433683,423468,,,,,,,,70.5108333333333
2003-03-19,442924,433359,,,,,,,,79.9483333333333
2003-03-20,444046,433258,,,,,,,,99.6754166666667
2003-03-21,435830,426085,,,,,,,,83.1266666666667
2003-03-22,410628,393599,,,,,,,,104.250833333333
2003-03-23,395153,378996,,,,,,,,50.8258333333333
2003-03-24,426206,419040,,,,,,,,62.6341666666667
2003-03-25,427077,417380,,,,,,,,45.46625
2003-03-26,424221,415116,,,,,,,,47.42
2003-03-27,429749,415334,,,,,,,,38.7733333333333
2003-03-28,423831,411971,,,,,,,,42.6383333333333
2003-03-29,402057,383989,,,,,,,,39.11875
2003-03-30,407295,388257,,,,,,,,52.04625
2003-03-31,451177,441952,,,,,,,,67.8858333333333
2003-04-01,455528,446053,,,,,,,,72.5183333333333
2003-04-02,447471,440678,,,,,,,,54.2875
2003-04-03,455074,449149,,,,,,,,75.5454166666667
2003-04-04,459461,455767,,,,,,,,112.3425
2003-04-05,425123,422749,,,,,,,,77.31125
2003-04-06,404508,401415,,,,,,,,40.5266666666667
2003-04-07,456299,453544,,,,,,,,101.169583333333
2003-04-08,455433,451419,,,,,,,,67.38625
2003-04-09,433745,428529,,,,,,,,64.3995833333333
2003-04-10,422705,418217,,,,,,,,70.92125
2003-04-11,410485,407130,,,,,,,,56.1775
2003-04-12,378411,374786,,,,,,,,51.07125
2003-04-13,374950,369594,,,,,,,,41.24125
2003-04-14,408510,405126,,,,,,,,64.18875
2003-04-15,402111,398359,,,,,,,,61.4583333333333
2003-04-16,413869,408685,,,,,,,,63.525
2003-04-17,426587,423738,,,,,,,,97.5983333333333
2003-04-18,375231,365481,,,,,,,,43.5104166666667
2003-04-19,365876,350502,,,,,,,,44.0354166666667
2003-04-20,351321,335714,,,,,,,,28.9204166666667
2003-04-21,392437,383889,,,,,,,,60.6520833333333
2003-04-22,418223,410622,,,,,,,,55.92875
2003-04-23,427970,416606,,,,,,,,46.5204166666667
2003-04-24,419156,405937,,,,,,,,42.8591666666667
2003-04-25,409703,394061,,,,,,,,46.3679166666667
2003-04-26,383495,359597,,,,,,,,41.3833333333333
2003-04-27,375914,346867,,,,,,,,40.35
2003-04-28,406296,392879,,,,,,,,50.1058333333333
2003-04-29,411203,387405,,,,,,,,43.5533333333333
2003-04-30,415714,392701,,,,,,,,50.6429166666667
2003-05-01,420083,397849,,,,,,,,63.1079166666667
2003-05-02,405690,389901,,,,,,,,54.73125
2003-05-03,374260,352818,,,,,,,,46.4341666666667
2003-05-04,364838,342235,,,,,,,,30.7125
2003-05-05,409680,398971,,,,,,,,58.2204166666667
2003-05-06,410280,398622,,,,,,,,52.0466666666667
2003-05-07,409794,393525,,,,,,,,46.7070833333333
2003-05-08,403905,389217,,,,,,,,39.3079166666667
2003-05-09,403124,384560,,,,,,,,57.6858333333333
2003-05-10,378278,351063,,,,,,,,39.02625
2003-05-11,365978,343227,,,,,,,,35.2066666666667
2003-05-12,403351,392958,,,,,,,,53.3004166666667
2003-05-13,407412,396914,,,,,,,,46.41125
2003-05-14,408998,392167,,,,,,,,39.1120833333333
2003-05-15,404533,389491,,,,,,,,39.96
2003-05-16,408118,389324,,,,,,,,46.4095833333333
2003-05-17,364259,340983,,,,,,,,26.23625
2003-05-18,356550,322865,,,,,,,,28.18375
2003-05-19,366764,328825,,,,,,,,38.7120833333333
2003-05-20,417040,392065,,,,,,,,56.98375
2003-05-21,418786,385870,,,,,,,,44.9283333333333
2003-05-22,419598,386758,,,,,,,,44.0108333333333
2003-05-23,414734,383522,,,,,,,,41.1954166666667
2003-05-24,373546,349554,,,,,,,,36.3020833333333
2003-05-25,361739,337073,,,,,,,,24.46625
2003-05-26,406026,386062,,,,,,,,32.34
2003-05-27,425552,389635,,,,,,,,41.0475
2003-05-28,429066,390556,,,,,,,,49.715
2003-05-29,424251,392250,,,,,,,,46.8333333333333
2003-05-30,409889,388064,,,,,,,,34.585
2003-05-31,380825,352163,,,,,,,,44.2091666666667
2003-06-01,362145,338905,,,,,,,,39.0208333333333
2003-06-02,404243,388411,,,,,,,,53.6820833333333
2003-06-03,401234,386473,,,,,,,,43.5404166666667
2003-06-04,411861,392753,,,,,,,,45.3658333333333
2003-06-05,411913,392385,,,,,,,,42.7870833333333
2003-06-06,409814,391195,,,,,,,,41.2954166666667
2003-06-07,374155,353190,,,,,,,,28.6491666666667
2003-06-08,363870,349377,,,,,,,,25.76
2003-06-09,407304,392370,,,,,,,,38.6670833333333
2003-06-10,411472,390857,,,,,,,,28.57
2003-06-11,436598,402544,,,,,,,,32.9341666666667
2003-06-12,433375,395717,,,,,,,,31.3475
2003-06-13,429805,392705,,,,,,,,36.7633333333333
2003-06-14,382308,355485,,,,,,,,27.1516666666667
2003-06-15,374479,346802,,,,,,,,24.3445833333333
2003-06-16,422536,399373,,,,,,,,35.5229166666667
2003-06-17,428439,409805,,,,,,,,33.2579166666667
2003-06-18,437131,416500,,,,,,,,34.1008333333333
2003-06-19,434020,402470,,,,,,,,30.40375
2003-06-20,419343,393724,,,,,,,,40.7204166666667
2003-06-21,386523,360525,,,,,,,,35.6620833333333
2003-06-22,384148,366729,,,,,,,,40.66375
2003-06-23,458266,449409,,,,,,,,58.9225
2003-06-24,479228,472083,,,,,,,,68.12
2003-06-25,512733,502070,,,,,,,,119.929166666667
2003-06-26,517355,504826,,,,,,,,82.095
2003-06-27,450227,425066,,,,,,,,30.29875
2003-06-28,393061,371518,,,,,,,,40.0708333333333
2003-06-29,388318,363344,,,,,,,,28.59625
2003-06-30,416075,378678,,,,,,,,30.8254166666667
2003-07-01,414912,389427,,,,,,,,53.2895833333333
2003-07-02,454411,438473,,,,,,,,57.43375
2003-07-03,480668,464849,,,,,,,,52.3191666666667
2003-07-04,482947,474711,,,,,,,,53.8083333333333
2003-07-05,459973,432609,,,,,,,,39.0104166666667
2003-07-06,445100,414119,,,,,,,,37.0691666666667
2003-07-07,476605,441618,,,,,,,,50.29375
2003-07-08,488752,454978,,,,,,,,45.46875
2003-07-09,470692,435034,,,,,,,,45.10125
2003-07-10,446164,406559,,,,,,,,24.6429166666667
2003-07-11,438599,398682,,,,,,,,31.5966666666666
2003-07-12,388153,350173,,,,,,,,21.5520833333333
2003-07-13,404004,359208,,,,,,,,23.2933333333333
2003-07-14,464483,430164,,,,,,,,46.6904166666667
2003-07-15,467878,435190,,,,,,,,44.1770833333333
2003-07-16,454664,412969,,,,,,,,27.3679166666667
2003-07-17,454291,422649,,,,,,,,43.57875
2003-07-18,445645,414666,,,,,,,,35.1579166666667
2003-07-19,411991,370573,,,,,,,,25.1858333333333
2003-07-20,398555,357064,,,,,,,,27.39125
2003-07-21,446695,410636,,,,,,,,34.9116666666667
2003-07-22,447697,415832,,,,,,,,43.615
2003-07-23,454655,422239,,,,,,,,42.5075
2003-07-24,464134,425886,,,,,,,,39.6333333333333
2003-07-25,462113,431439,,,,,,,,45.4816666666667
2003-07-26,422199,389361,,,,,,,,33.47625
2003-07-27,420902,387828,,,,,,,,35.0979166666667
2003-07-28,450742,415390,,,,,,,,41.31375
2003-07-29,455121,423435,,,,,,,,43.2733333333333
2003-07-30,457029,433893,,,,,,,,50.1808333333333
2003-07-31,458217,438510,,,,,,,,48.5258333333333
2003-08-01,459636,436002,,,,,,,,51.5383333333333
2003-08-02,419360,379668,,,,,,,,42.935
2003-08-03,405901,366131,,,,,,,,38.3108333333333
2003-08-04,433356,399296,,,,,,,,48.8770833333333
2003-08-05,474376,444810,,,,,,,,45.0775
2003-08-06,470367,446067,,,,,,,,44.8841666666667
2003-08-07,480235,457074,,,,,,,,50.415
2003-08-08,482204,456375,,,,,,,,54.8241666666667
2003-08-09,441366,409957,,,,,,,,39.7925
2003-08-10,427180,401596,,,,,,,,30.8979166666667
2003-08-11,467997,450010,,,,,,,,51.9216666666667
2003-08-12,471890,454945,,,,,,,,60.79625
2003-08-13,496337,481004,,,,,,,,69.74375
2003-08-14,338761,329396,,,,,,,,65.7091666666667
2003-08-15,299122,299122,,,,,,,,69.74375
2003-08-16,367483,367483,,,,,,,,39.7925
2003-08-17,340872,340871,,,,,,,,38.3108333333333
2003-08-18,381738,381738,,,,,,,,51.9216666666667
2003-08-19,398487,398487,,,,,,,,60.79625
2003-08-20,409670,409670,,,,,,,,69.74375
2003-08-21,432461,432461,,,,,,,,39.6333333333333
2003-08-22,420573,420573,,,,,,,,51.5383333333333
2003-08-23,375044,361652,,,,,,,,41.2229166666667
2003-08-24,362859,344828,,,,,,,,36.4895833333333
2003-08-25,454924,438348,,,,,,,,52.0983333333333
2003-08-26,472850,451873,,,,,,,,55.4725
2003-08-27,464090,432410,,,,,,,,48.3279166666667
2003-08-28,427705,406258,,,,,,,,45.7783333333333
2003-08-29,448689,425509,,,,,,,,54.4766666666667
2003-08-30,390743,353846,,,,,,,,36.9925
2003-08-31,355329,337025,,,,,,,,29.9029166666667
2003-09-01,353169,338691,,,,,,,,31.60125
2003-09-02,420742,401689,,,,,,,,44.6766666666667
2003-09-03,426451,417510,,,,,,,,54.9870833333333
2003-09-04,425467,409230,,,,,,,,40.45
2003-09-05,408528,397851,,,,,,,,52.1841666666667
2003-09-06,379717,362580,,,,,,,,36.0054166666667
2003-09-07,371524,361545,,,,,,,,41.91125
2003-09-08,413199,407211,,,,,,,,57.9958333333333
2003-09-09,416120,405617,,,,,,,,52.3458333333333
2003-09-10,425174,416366,,,,,,,,62.6875
2003-09-11,437367,428863,,,,,,,,68.1604166666667
2003-09-12,435290,428280,,,,,,,,61.69125
2003-09-13,401223,389185,,,,,,,,51.8383333333333
2003-09-14,406208,392615,,,,,,,,60.1016666666667
2003-09-15,441451,429973,,,,,,,,57.0458333333333
2003-09-16,426355,408638,,,,,,,,42.7833333333333
2003-09-17,427474,412949,,,,,,,,44.7616666666667
2003-09-18,423645,409202,,,,,,,,46.355
2003-09-19,419101,406027,,,,,,,,60.575
2003-09-20,371517,358275,,,,,,,,39.64125
2003-09-21,360028,346723,,,,,,,,49.9908333333333
2003-09-22,416787,402706,,,,,,,,54.865
2003-09-23,413768,395056,,,,,,,,38.84875
2003-09-24,407216,394589,,,,,,,,58.7583333333333
2003-09-25,403378,392173,,,,,,,,43.7416666666667
2003-09-26,403162,389551,,,,,,,,48.7366666666667
2003-09-27,377322,359917,,,,,,,,47.2529166666667
2003-09-28,362925,344884,,,,,,,,36.4708333333333
2003-09-29,407156,392847,,,,,,,,38.015
